Title,Genres,Release Date,Studio,Critic Score,Audience Score,Hint,Vibe Emojis,Description,TMDB Genres,TMDB Year,TMDB Studio,TMDB Rating,TMDB Number of Ratings,TMDB Country,TMDB Language,TMDB Poster URL,TMDB Trailer Link,TMDB Description,TMDB Runtime,TMDB Budget,TMDB Revenue,TMDB Popularity
The Imaginarium of Doctor Parnassus,"Fantasy, Adventure, Mystery",2009-12-25,Sony Pictures Classics,64,N/A,A traveling theater troupe leader navigates a high-stakes agreement with an enigmatic figure involving a realm of imagination.,🎪🎩🎭🌌🃏🐎⏳🌪️🖼️✨,"The film follows a sideshow leader whose troupe offers audiences entry into a surreal dreamscape through a magical mirror, while dealing with long-standing contractual obligations to a supernatural entity.","Adventure, Fantasy, Mystery",2009,"Infinity Features, Davis Films, Poo Poo Pictures",6.383,2886,"Canada, France, United Kingdom","English, Russian, French",https://image.tmdb.org/t/p/w500/DtrqQHa0wT9AWrk2WA9beROJJx.jpg,https://www.youtube.com/watch?v=Iqe85ffv9-w,"After a carnival troupe saves his life, a man agrees to help its immortal leader collect five souls and win a bet with the devil.",123,30000000,64352607,3.1651
Odd Thomas,"Mystery, Supernatural, Thriller, Fantasy",2013-04-06,Fusion Films,38,N/A,A municipal service worker with unique sensory perceptions identifies structural threats to his community posed by metaphysical entities.,👻🏜️🍳🕵️‍♂️🌑🕰️🥞🌩️🐕‍🦺🗝️,"Based on the Dean Koontz novel, the narrative follows a short-order cook in a California desert town who possesses the ability to perceive deceased individuals and omens of impending violence.","Mystery, Thriller",2013,"Future Films, Fusion Films, The Sommers Company",6.945,1461,United States of America,English,https://image.tmdb.org/t/p/w500/skBMhQjHLTU1rp4gutxHp0JuY1C.jpg,https://www.youtube.com/watch?v=ZEnvutQ0UI4,"In a California desert town, a short-order cook with clairvoyant abilities encounters a mysterious man with a link to dark, threatening forces.",97,27000000,1149267,3.0011
Horton Hears a Who!,"Animation, Adventure, Comedy, Family, Fantasy",2008-03-14,Blue Sky Studios,80,N/A,A large mammal discovers a microscopic civilization inhabiting a botanical specimen and attempts to facilitate its relocation to a secure environment.,🐘🌸🔬🏙️👂🌪️🌲📢🐘☁️,An animated feature adaptation of the 1954 literary work by Theodor Geisel concerning the intersection of two disparate ecological scales.,"Animation, Comedy, Family, Adventure, Fantasy",2008,"Blue Sky Studios, 20th Century Fox Animation",6.5,3551,United States of America,English,https://image.tmdb.org/t/p/w500/6k47Z3A5zI2rxubTMwiLyIqQLLr.jpg,https://www.youtube.com/watch?v=HvuO0lK3U10,"An imaginative elephant named Horton hears a faint cry for help coming from a tiny speck of dust floating through the air. Horton suspects there may be life on that speck and despite a surrounding community, who thinks he has lost his mind, he is determined to save the tiny particle.",86,85000000,298572799,7.0497
Green Zone,"Action, Drama, Thriller, War",2010-03-12,Universal Pictures,53,N/A,A military officer investigates the validity of intelligence documentation regarding high-value assets during a foreign intervention.,🎖️🚁🔍💼🏙️🔥🔫🏜️⚖️🛑,"A procedural narrative set during the 2003 invasion of Iraq, following a Chief Warrant Officer's search for reported weapons of mass destruction and the subsequent discovery of conflicting intelligence.","War, Action, Adventure, Drama, Thriller",2010,"Universal Pictures, StudioCanal, Relativity Media, Working Title Films, dentsu, Atresmedia, KanZaman Productions",6.49,2379,"United States of America, France, Spain, United Kingdom, Japan","English, Arabic",https://image.tmdb.org/t/p/w500/czFIaeukSxNEccysQeys1PCkuOG.jpg,https://www.youtube.com/watch?v=e3KJ21TLKVE,"During the U.S.-led occupation of Baghdad in 2003, Chief Warrant Officer Roy Miller and his team of Army inspectors are dispatched to find weapons of mass destruction believed to be stockpiled in the Iraqi desert. Rocketing from one booby-trapped and treacherous site to the next, the men search for deadly chemical agents but stumble instead upon an elaborate cover-up that threatens to invert the purpose of their mission.",115,100000000,94882889,3.1557
Patch Adams,"Biography, Comedy, Drama",1998-12-25,Universal Pictures,22,N/A,A medical student advocates for unconventional therapeutic methodologies within a rigid institutional framework.,🤡🏥🩺❤️👨‍⚕️💊🎈😊🎓🕊️,An aspiring physician navigates the formal constraints of medical education while implementing a patient-centric philosophy based on emotional engagement.,"Comedy, Drama",1998,"Universal Pictures, Bungalow 78 Productions, Blue Wolf, Farrell/Minoff",7.311,3449,United States of America,English,https://image.tmdb.org/t/p/w500/xN1aKur5ddWQSXTqvzDPJD2TCxe.jpg,https://www.youtube.com/watch?v=lZqGA1ldvYE,"The true story of Dr. Hunter ""Patch"" Adams, who in the 1970s found that humor is the best medicine, and was willing to do just anything to make his patients laugh—even if it meant risking his own career.",115,50000000,202292902,2.9735
An Ideal Husband,"Comedy, Drama, Romance",1999-06-18,Miramax Films,86,N/A,A high-ranking government official's reputation is threatened by the sudden appearance of a document detailing a previous breach of professional ethics.,🎩🎭🖋️🏛️💍🥂⚖️📜✉️💼,This production adapts Oscar Wilde’s satirical play regarding the intersection of private ethics and public political standing in Victorian London.,"Drama, Comedy, Romance",1999,"Fragile Films, Icon Productions, Pathé, Arts Council of England, Miramax",6.471,221,"France, United Kingdom, United States of America",English,https://image.tmdb.org/t/p/w500/Aac3Kw7qAszSotkTNle4bvu3uuH.jpg,https://www.youtube.com/watch?v=SJS6B8NHegg,"Sir Robert Chiltern is a successful government minister, well-off and with a loving wife. All this is threatened when Mrs Cheveley appears in London with damning evidence of a past misdeed. Sir Robert turns for help to his friend Lord Goring, an apparently idle philanderer and the despair of his father. Goring knows the lady of old, and, for him, takes the whole thing pretty seriously.",97,14000000,18500000,1.0295
The American President,"Comedy, Drama, Romance",1995-11-17,Columbia Pictures,91,N/A,A widower in a high-level executive position attempts to balance legislative priorities with a developing personal interest.,🏛️🇺🇸💍💼🏛️🏙️🤝📜🎙️🥂,An analytical look at the intersection of public policy and personal conduct within the executive branch of the United States government.,"Drama, Romance",1995,"Castle Rock Entertainment, Universal Pictures, Wildwood Enterprises",6.539,784,United States of America,"French, English",https://image.tmdb.org/t/p/w500/yObOAYFIHXHkFPQ3jhgkN2ezaD.jpg,https://www.youtube.com/watch?v=5E3VG3LL1Mo,"Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings.",113,62000000,107879496,2.4342
History of the World: Part I,"Comedy, History, Satire",1981-06-12,20th Century Fox,62,N/A,A compilation of comedic vignettes parodies prominent historical eras and cultural developments in Western society.,🏛️🎭📜🗡️⚖️🕺🏻🍗🥖🛶🕍,A satirical anthology film that explores significant epochs of human history through a series of comedic sketches and musical numbers.,Comedy,1981,"Brooksfilms, 20th Century Fox",6.749,912,United States of America,"French, Latin, English",https://image.tmdb.org/t/p/w500/6iAl78qZHT65erPXr2YW6Y54wlY.jpg,https://www.youtube.com/watch?v=1TASJymwQeo,"An uproarious version of history that proves nothing is sacred – not even the Roman Empire, the French Revolution and the Spanish Inquisition.",92,10000000,31672907,1.1808
Freeway,"Crime, Thriller, Comedy",1996-10-18,Republic Pictures,77,N/A,A modern recontextualization of a classic folk tale involving a journey across the American interstate system.,🛣️🐺👧🔫🚔🚨🏚️🎰🚬🔪,"Following the incarceration of her primary caregivers, a teenage girl traverses the California highway system to locate a relative, leading to a series of legal and criminal complications.","Comedy, Crime, Thriller, Drama",1996,"The Kushner-Locke Company, August Entertainment, Davis Films, Illusion Entertainment Group, Muse Productions, Brad Wyman Productions",6.4,429,"United States of America, France",English,https://image.tmdb.org/t/p/w500/m0pAARUq3foDWFsrUmlYDHtNPE9.jpg,https://www.youtube.com/watch?v=pCii3NPBDlQ,"Following the arrest of her mother, Ramona, young Vanessa Lutz decides to go in search of her estranged grandmother. On the way, she is given a ride by school counselor Bob Wolverton. During the journey, Lutz begins to realize that Bob is the notorious I-5 Killer and manages to escape by shooting him several times. Wounded but still very much alive, Bob pursues Lutz across the state in this modern retelling of Little Red Riding Hood.",104,3100000,295493,1.8062
Jay and Silent Bob Strike Back,"Comedy, Adventure",2001-08-24,Miramax,52,N/A,Two recurring characters from a New Jersey-based cinematic universe travel across the United States to intercede in the production of a motion picture adaptation of their literary likenesses.,🎬🚬🚐🐒🎥🚔🇺🇸📣🧢🧥,A meta-fictional road film in which two individuals attempt to prevent a film studio from producing a project based on a comic book property inspired by their personal histories.,"Comedy, Adventure, Action",2001,"Dimension Films, View Askew Productions",6.434,1742,United States of America,English,https://image.tmdb.org/t/p/w500/aEsAdMAhwKYFgnHHxMOknktQYKK.jpg,https://www.youtube.com/watch?v=HjDSFna_LXQ,"When Jay and Silent Bob learn that their comic-book alter egos, Bluntman and Chronic, have been sold to Hollywood as part of a big-screen movie that leaves them out of any royalties, the pair travels to Tinseltown to sabotage the production.",104,22000000,33788161,2.5073
Four Brothers,"Action, Crime, Drama",2005-08-12,Paramount Pictures,52,N/A,Four adopted siblings return to their urban childhood home to investigate the circumstances surrounding a family member's demise.,❄️🔫🏠🏙️🫂🚗🚬🧊🚔🤜,"Following the death of their foster mother during a convenience store incident, four brothers with diverse backgrounds reunite in Detroit to conduct a private investigation into the event.","Action, Crime",2005,"Paramount Pictures, di Bonaventura Pictures",6.807,2412,United States of America,"Spanish, English",https://image.tmdb.org/t/p/w500/8cO39cnWSZQi2ncPG5TxL3YRzKc.jpg,https://www.youtube.com/watch?v=vZPi0K6UoP8,Four adopted brothers return to their Detroit hometown when their mother is murdered and vow to exact revenge on the killers.,109,45000000,92374674,7.4095
"See No Evil, Hear No Evil","Comedy, Crime",1989-05-12,TriStar Pictures,29,N/A,Two individuals with differing sensory perceptions are forced into a partnership to navigate a legal misunderstanding involving a specific physical asset.,🕶️👂🏃‍♂️🕵️‍♂️🔫💼🏙️🤝😂🏢,The narrative explores a cooperative dynamic between two men with distinct sensory impairments who become primary suspects in a criminal case and must identify the actual perpetrators.,"Comedy, Crime",1989,TriStar Pictures,6.8,1076,United States of America,English,https://image.tmdb.org/t/p/w500/e9JrnUotqhKTUQEgg2UzDQ7nME2.jpg,https://www.youtube.com/watch?v=_Zz2kM7nbGQ,"A murder takes place in the shop of David Lyons, a deaf man who fails to hear the gunshot being fired. Outside, blind man Wally Karue hears the shot, but cannot see the perpetrator. Both are arrested, but escape to form an unlikely partnership. Being chased by both the law AND the original killers, can the pair work together to outwit them all?",102,18000000,46900000,2.0617
Dead Men Don't Wear Plaid,"Comedy, Crime, Mystery",1982-05-21,Universal Pictures,78,N/A,A private investigator navigates a complex case by interacting with archival footage from mid-century noir cinema.,🕵️‍♂️🎞️📽️🧀🧥🍸🚬🔦📼🖤,A stylistic pastiche that integrates contemporary performances with segments of 1940s and 1950s crime dramas to resolve a case involving a missing cheese scientist.,"Comedy, Mystery, Crime",1982,"Universal Pictures, Aspen Film Society",6.662,444,United States of America,English,https://image.tmdb.org/t/p/w500/cwYwZBEE73PakUWzbICzxYKlXAz.jpg,https://www.youtube.com/watch?v=OQMbPy1_5h8,"Juliet Forrest is convinced that the reported death of her father in a mountain car crash was no accident. Her father was a prominent cheese scientist working on a secret recipe. To prove it was murder, she enlists the services of private eye Rigby Reardon. He finds a slip of paper containing a list of people who are 'The Friends and Enemies of Carlotta'.",89,9000000,18196170,1.8409
Sunshine Cleaning,"Comedy, Drama",2008-01-18,Big Beach Films,72,N/A,Two siblings establish a specialized sanitation business to manage the aftermath of various domestic and legal incidents.,🧼🧽🧴🧤🧺🏠👭💼🚛💔,A single mother and her younger sister attempt to improve their economic situation by launching a professional service specializing in the cleanup of crime scenes and biohazardous locations.,"Comedy, Drama",2008,"Overture Films, Back Lot Pictures, Big Beach",6.594,844,United States of America,"English, Spanish",https://image.tmdb.org/t/p/w500/xwtJyfme086wcz9MXpP0i5Hrgxy.jpg,https://www.youtube.com/watch?v=syGGh1rbFCI,A single mother and her slacker sister find an unexpected way to turn their lives around in this off-beat dramatic comedy. In order to raise the tuition to send her young son to private school the mom starts an unusual business – a biohazard removal/crime scene clean-up service.,91,5000000,16174377,1.9841
Spies in Disguise,"Animation, Action, Adventure, Comedy, Sci-Fi",2019-12-25,Blue Sky Studios,77,N/A,A clandestine operative undergoes an involuntary biological modification after interacting with a non-traditional technological prototype.,🕵️‍♂️🐦🧪🏢🕶️🚁💻🌍💨🤝,An elite intelligence agent and a specialized gadget inventor must collaborate after a structural transformation necessitates a change in operational tactics.,"Animation, Action, Adventure, Comedy, Family",2019,"Chernin Entertainment, Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox",7.553,2979,United States of America,English,https://image.tmdb.org/t/p/w500/z52xI0MnoX1rqySFJYnmBqHbXRn.jpg,https://www.youtube.com/watch?v=K4xs7sNPTe8,"Super spy Lance Sterling and scientist Walter Beckett are almost exact opposites. Lance is smooth, suave and debonair. Walter is… not. But what Walter lacks in social skills he makes up for in smarts and invention, creating the awesome gadgets Lance uses on his epic missions. But when events take an unexpected turn, Walter and Lance suddenly have to rely on each other in a whole new way.",102,100000000,171616764,5.3085
Worth,"Biography, Drama, History",2021-09-03,Netflix,80,N/A,A legal professional attempts to establish a formulaic framework for financial restitution following a major national tragedy.,⚖️📋🏙️📉🕯️🏢🖋️🏙️🇺🇸💼,The narrative examines the administrative and ethical complexities encountered by Kenneth Feinberg while managing the September 11th Victim Compensation Fund.,"History, Drama",2021,"MadRiver Pictures, Anonymous Content, Royal Viking Entertainment, Ingenious Media, Higher Ground, Paradise City Films, Riverstone Pictures, Wiffle Films, West Madison Entertainment",6.731,377,"Canada, United Kingdom, United States of America","English, Spanish",https://image.tmdb.org/t/p/w500/xMFKTgRRCxfZGmFQVxBsQYAQufo.jpg,https://www.youtube.com/watch?v=OOAemeB9CAw,"Kenneth Feinberg, a powerful D.C. lawyer appointed Special Master of the 9/11 Fund, fights off the cynicism, bureaucracy, and politics associated with administering government funds and, in doing so, discovers what life is worth.",118,,106645,1.1835
The Burning Plain,"Drama, Crime, Romance",2009-09-18,2929 Entertainment,38,N/A,A multi-generational narrative explores the interconnected lives of several individuals following a structural failure in a remote location.,🏜️🔥🚛🌪️🌊🏥💔🤫🔗🎞️,The film utilizes a non-linear structure to examine the causality between a historical incident in a desert environment and the contemporary lives of disparate characters.,"Drama, Romance, Crime",2008,"Parkes+MacDonald Image Nation, 2929 Productions, Costa Films",6.576,463,"Argentina, United States of America","Spanish, English",https://image.tmdb.org/t/p/w500/lZlChM3LmOLUCQCfnbaf2dQKe9J.jpg,https://www.youtube.com/watch?v=_dimnFPHCUY,"A trailer is burning in the middle of a plain. The bodies of two adulterous lovers are found. Scenes from both families, before and after the dramatic events, suggest an unusual connection between them. But what is their secret?",111,20000000,5642478,1.9397
The Brood,"Horror, Sci-Fi, Drama",1979-05-25,Elgin International Films,81,N/A,A father explores the procedural origins of atypical biological occurrences linked to a private medical institution.,🧪🏔️👩‍⚕️🧬❄️🦷🧤🩸🏢🏥,A narrative exploration of the physical manifestations resulting from an experimental psychiatric treatment known as psychoplasmics.,"Horror, Science Fiction",1979,"Elgin International Films, Mutual Productions, Canadian Film Development Corporation",6.707,808,Canada,English,https://image.tmdb.org/t/p/w500/zSEt4QXRI4Gypd9xvzvucOmPNl5.jpg,https://www.youtube.com/watch?v=m-8iJ1rsiKA,"A man tries to uncover an unconventional psychologist's therapy techniques on his institutionalised wife, amidst a series of brutal murders.",92,1355000,5000000,2.2387
Ice Age: The Meltdown,"Animation, Adventure, Comedy, Family",2006-03-31,Blue Sky Studios,57,N/A,A group of prehistoric mammals traverses a valley to escape a natural disaster caused by rising global temperatures.,🧊☀️🐘🐯🦥🐿️🌊⛰️🛶🌋,"The narrative follows a mammoth, a saber-toothed tiger, and a ground sloth as they lead a migration of diverse species to safety before a glacial dam ruptures.","Animation, Family, Comedy, Adventure",2006,"20th Century Fox Animation, Blue Sky Studios, 20th Century Fox",6.72,10352,United States of America,English,https://image.tmdb.org/t/p/w500/e23bfKyjOiKJ5uOufFgfO7JO5ug.jpg,https://www.youtube.com/watch?v=SNMXO74bw9M,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",91,80000000,660998756,16.9106
The Rescuers Down Under,"Animation, Adventure, Family",1990-11-16,Walt Disney Pictures,71,N/A,Two specialized operatives from an international organization travel to the Australian outback to locate a missing youth and an endangered avian specimen.,🐭🐭🦅🇦🇺🏜️🚁🏹🎒🌊🌤️,"The narrative concerns a pair of agents from the Rescue Aid Society who are deployed to Australia to intervene in a conflict between a local inhabitant, a rare bird, and an illegal hunter.","Animation, Family, Adventure",1990,"Silver Screen Partners IV, Walt Disney Feature Animation",6.6,1394,United States of America,English,https://image.tmdb.org/t/p/w500/5koTDBmMAkJOgAe4PL4163UKjvG.jpg,https://www.youtube.com/watch?v=O26Hr4nVR68,"A lawless poacher wants to capture a majestic and rare golden eagle, so he kidnaps the boy who knows where to find the bird. Not to worry -- the Rescue Aid Society's top agents, heroic mice Miss Bianca and Bernard, fly to Australia to save the day. Accompanying the fearless duo are bumbling albatross Wilbur and local field operative Jake the Kangaroo Rat.",77,38000000,47431461,0.7923
You Only Live Twice,"Action, Adventure, Thriller",1967-06-13,Eon Productions,73,N/A,A clandestine operative investigates the disappearance of orbital assets from a concealed volcanic facility in East Asia.,🚀🌋🇯🇵🍸🔫🚁👔🍱🌊🥋,An intelligence officer tracks missing manned spacecraft to the Japanese archipelago during a period of significant geopolitical tension between major world powers.,"Action, Thriller, Adventure",1967,"EON Productions, United Artists",6.6,2491,"United Kingdom, United States of America","English, Japanese, Russian",https://image.tmdb.org/t/p/w500/9mvNd43HgTkbfPwX6MF6EoPIMIa.jpg,https://www.youtube.com/watch?v=gMXuLObYidM,A mysterious spacecraft captures Russian and American space capsules and brings the two superpowers to the brink of war. James Bond investigates the case in Japan and comes face to face with his archenemy Blofeld.,117,9500000,111600000,5.3738
Motherless Brooklyn,"Crime, Drama, Mystery",2019-11-01,Warner Bros. Pictures,64,N/A,A private investigator navigates mid-century urban infrastructure projects while investigating a mentor's demise.,🕵️‍♂️🏙️🎷💼🔦🧱📉🧥🚇📜,"Set in 1950s New York, the narrative follows a lonely private detective living with Tourette's Syndrome as he ventures to solve the murder of his only friend.","Drama, Thriller",2019,"Class 5 Films, MWM Studios",6.693,1600,United States of America,English,https://image.tmdb.org/t/p/w500/2wm20cbkH1L8nA54Gtwfgz2hTqo.jpg,https://www.youtube.com/watch?v=Fru8IkuDp_k,"New York City, 1957. Lionel Essrog, a private detective living with Tourette syndrome, tries to solve the murder of his mentor and best friend, armed only with vague clues and the strength of his obsessive mind.",145,26000000,18377736,2.3581
Mr. Peabody & Sherman,"Animation, Adventure, Comedy, Family, Sci-Fi",2014-03-07,DreamWorks Animation,81,N/A,An intellectually advanced canine and his adopted human companion utilize a chronological transit device to interact with significant historical figures.,🐕👓⏳🚀🏛️🍎🎭🕰️🧠👦,A sophisticated canine polymath and his young ward travel through temporal anomalies to rectify historical deviations caused by unauthorized use of a time machine.,"Animation, Science Fiction, Comedy, Adventure, Family",2014,"Pacific Data Images, DreamWorks Animation, Bullwinkle Studios",6.731,2541,United States of America,English,https://image.tmdb.org/t/p/w500/hPcImYndWESKHzT2GHVCDsUxzYg.jpg,https://www.youtube.com/watch?v=aMl2tTVwsZA,"A young boy and his dog, who happens to have a genius-level IQ, spring into action when their time-machine is stolen and moments in history begin to be changed.",92,145000000,272912430,4.7504
Martha Marcy May Marlene,"Psychological Thriller, Drama",2011-10-21,Fox Searchlight Pictures,90,N/A,A young woman attempts to reconcile her fragmented identity while transitioning between a rural collective and her sister's lakefront home.,🌲🏚️🌫️👣🏚️👤🥛👗🌾🧘,The narrative examines the psychological state of a woman as she attempts to reintegrate into secular society after spending time in a remote communal living environment.,"Drama, Thriller",2011,"BorderLine Films, This is that",6.57,823,United States of America,English,https://image.tmdb.org/t/p/w500/bgB4sa9UfCyGdamfKAZXyEWuAwR.jpg,https://www.youtube.com/watch?v=ERREgOobLOs,"After several years of living with a cult, Martha finally escapes and calls her estranged sister, Lucy, for help. Martha finds herself at the quiet Connecticut home Lucy shares with her new husband, Ted, but the memories of what she experienced in the cult make peace hard to find. As flashbacks continue to torment her, Martha fails to shake a terrible sense of dread, especially in regard to the cult's manipulative leader.",101,1000000,3500000,2.1505
Detroit Rock City,"Comedy, Music",1999-08-13,New Line Cinema,48,N/A,Four high school students navigate a series of obstacles while attempting to attend a high-profile musical performance in a Midwestern urban center.,🎸🤘🔥🏙️🎟️🚗🚬💿🏫🕺,"Set in 1978, the narrative follows a group of teenage enthusiasts who undertake a cross-state journey to attend a rock concert, facing various logistical and personal challenges during their transit.","Comedy, Music, Adventure",1999,"Corrupter Production Service Ltd., New Line Cinema, Takoma Entertainment, Base 12, KISS Nation",6.762,452,"United States of America, Canada",English,https://image.tmdb.org/t/p/w500/jedOctnsD20K4IvOeh5jG811B8L.jpg,https://www.youtube.com/watch?v=T-nw7MEquQg,"In 1978, a Kiss concert was an epoch-making event. For the four teen fans in Detroit Rock City getting tickets to the sold-out show becomes the focal point of their existence. They'll do anything for tickets -- compete in a strip club's amateur-night contest, take on religious protesters, even rob a convenience store!",95,6500000,4217115,1.508
Three Steps Above Heaven,"Drama, Romance",2010-12-03,Antena 3 Films,60,N/A,Two individuals from divergent social strata navigate a developing relationship within a metropolitan Spanish setting.,🏍️🛣️🌃❤️🧥🌊💔🏫🏍️🇪🇸,"The film depicts the intersection of two disparate lives, focusing on the emotional and social challenges faced by a rebellious youth and a student from a privileged background.","Romance, Drama",2010,"Zeta Studios, Cangrejo Films, Globomedia, Atresmedia Cine",7.728,3232,Spain,Spanish,https://image.tmdb.org/t/p/w500/xeWyY2s13dRlKOLk4E3TkXgM4sS.jpg,https://www.youtube.com/watch?v=pfp-OyS9Djc,"Babi, a sheltered upper-class girl, and Hache, a reckless rebel obsessed with illegal motorcycle races, fall into a forbidden love that pulls them deeper into passion and risk.",122,,,15.246
To the Bone,Drama,2017-01-20,Netflix,71,N/A,A young woman enters a residential treatment facility overseen by a non-traditional physician to manage a persistent health crisis.,🏥📉💊🖋️🥗🧥🌫️🏠🧘🩻,The narrative follows a twenty-year-old artist as she transitions into a specialized group home environment and engages in various therapeutic modalities.,Drama,2017,"Sparkhouse Media, Mockingbird Pictures, AMBI Group",7.201,3602,United States of America,English,https://image.tmdb.org/t/p/w500/pkdxhdB3dRUqazqoy9lzUvhayjc.jpg,https://www.youtube.com/watch?v=705yRfs6Dbs,A young woman dealing with anorexia meets an unconventional doctor who challenges her to face her condition and embrace life.,107,,,1.555
El Mariachi,"Action, Crime, Thriller",1993-02-26,Columbia Pictures,93,N/A,A traveling musician is misidentified as a fugitive due to the contents of his instrument case in a rural border town.,🎸🔫🏜️🇲🇽💰🎒🕶️🌵🚬🎬,A low-budget independent feature concerning a case of mistaken identity between a guitar player and a professional assassin in a small municipality.,"Action, Crime, Thriller, Western",1993,Los Hooligans Productions,6.755,1285,United States of America,"English, Spanish",https://image.tmdb.org/t/p/w500/zRh7K4SV1xQ419m8gzGITak51vc.jpg,https://www.youtube.com/watch?v=QtNJsvpHye0,"El Mariachi just wants to play his guitar and carry on the family tradition. Unfortunately, the town he tries to find work in has another visitor, a killer who carries his guns in a guitar case. The drug lord and his henchmen mistake el Mariachi for the killer, Azul, and chase him around town trying to kill him and get his guitar case.",81,7225,2040920,1.6565
Jalla! Jalla!,"Comedy, Romance",2000-12-15,Memfis Film,75,N/A,A park maintenance employee navigates familial expectations regarding matrimonial arrangements within a multicultural context.,🇸🇪🇱🇧🚜💍🧺🌳🤝🚗📱🌿,The narrative follows two friends and colleagues in Sweden as they manage interpersonal relationships and cultural traditions involving family-mandated social contracts.,"Comedy, Drama",2000,"Memfis Film, Film i Väst",6.237,135,Sweden,"Arabic, Swedish",https://image.tmdb.org/t/p/w500/nwx3W0NAv7OOgODBoYHh62yaKDs.jpg,,"Roro, a foreign worker in Swedish parks, loves his girlfriend but is about to marry another girl to prevent her from being sent back to Lebanon. Meanwhile, Roro's best friend, Måns, has serious problems getting an erection.",88,,871351,0.5838
The Skeleton Twins,"Comedy, Drama",2014-09-12,Roadside Attractions,87,N/A,Two estranged siblings attempt to reconcile their divergent life paths following a simultaneous personal crisis.,👫🏥🐠🍂🏙️🎭🛶🍬🤫💊,"After a decade of estrangement, two siblings reunite in their hometown to confront shared histories and interpersonal challenges.",Drama,2014,"Venture Forth, Duplass Brothers Productions",6.655,695,United States of America,English,https://image.tmdb.org/t/p/w500/lDygTdg1KlrVJVzqsFL515uGzSe.jpg,https://www.youtube.com/watch?v=nhULZJDXLaE,"Estranged twins Maggie and Milo coincidentally cheat death on the same day, prompting them to reunite and confront the reasons their lives went so wrong. As the twins' reunion reinvigorates them, they realize the key to fixing their lives may just lie in repairing their relationship.",92,1000000,5300000,1.3251
What If,"Romantic Comedy, Drama",2013-09-07,CBS Films,74,N/A,Two individuals navigate the boundaries of a platonic relationship within a modern urban setting.,🍂☕️🚲🏙️💌💬💑🍁🎨🎭,"A medical school dropout forms a close bond with a committed animator, leading to an exploration of interpersonal dynamics and social expectations.","Drama, Comedy, Romance",2013,"Fastnet Films, No Trace Camping, Caramel Films, Entertainment One",6.7,2076,"Canada, Ireland, United States of America",English,https://image.tmdb.org/t/p/w500/clfRAvrfxeYT5hN8QMn72idlzc3.jpg,https://www.youtube.com/watch?v=-VJmjBYvc6Q,"Medical-school dropout Wallace has been repeatedly burned by bad relationships. So while everyone around him, including his roommate Allan, seems to be finding the perfect partner, Wallace decides to put his love life on hold. It is then that he meets Chantry, an animator who lives with her longtime boyfriend Ben. Wallace and Chantry form an instant connection, striking up a close friendship. Still, there is no denying the chemistry between them, leading the pair to wonder, what if the love of your life is actually your best friend?",98,11000000,8500000,2.1121
Unknown,"Action, Mystery, Thriller",2011-02-18,Warner Bros. Pictures,55,N/A,"Following a traumatic event in Berlin, a visiting professional attempts to reclaim his identity after finding it occupied by a stranger.",🇩🇪❄️💼🚕🏥🕶️🕵️‍♂️👣🧬💣,"A man awakens from a coma after a car accident to discover his life has been stolen and no one, including his wife, believes his claims of identity.","Action, Mystery, Thriller",2011,"Panda Productions, Dark Castle Entertainment, StudioCanal, TF1 Films Production, Warner Bros. Pictures, Horticus UK, Studio Babelsberg",6.687,4173,"United States of America, United Kingdom, France, Germany","English, German, Turkish, Arabic",https://image.tmdb.org/t/p/w500/aXBQD515okXQZmYA89ntXMvSJSd.jpg,https://www.youtube.com/watch?v=lQj-Xzr29VM,"A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",113,30000000,130786397,3.7788
Enemy Mine,"Science Fiction, Adventure, Drama",1985-12-20,20th Century Fox,59,N/A,Two combatants from opposing interstellar factions must rely on mutual cooperation after becoming stranded on a desolate planet.,👽🪐🤝🌋🚀🛡️👶🔥🛰️⏳,"Set during a space-faring conflict, the film examines the sociological shift between two enemies who are forced to transcend their cultural differences to survive environmental hazards.","Drama, Science Fiction",1985,"Bavaria Film, SLM Production Group, Kings Road Entertainment, 20th Century Fox",6.968,1073,United States of America,English,https://image.tmdb.org/t/p/w500/a3dr9L8VIjhEvivzQ2M12VQDere.jpg,https://www.youtube.com/watch?v=J8wLPApYGOw,"A soldier from Earth crashlands on an alien world after sustaining battle damage. Eventually he encounters another survivor, but from the enemy species he was fighting; they band together to survive on this hostile world. In the end the human finds himself caring for his enemy in a completely unexpected way.",108,40000000,12300000,2.4908
