Title,Genres,Release Date,Year,Studio,CriticScore,TMDBRating,Country,Language,Hint,Description,Emojis,PosterURL,TrailerURL,DiffEasy,DiffNormal,DiffHard,DiffImpossible
Warcraft,"Action, Adventure, Fantasy",2016-06-10,2016.0,Legendary Pictures,29.0,6.4,United States of America,English,Two distinct civilizations clash as one seeks a new territorial home through a dimensional gateway.,The cinematic adaptation of a high-fantasy gaming franchise depicting the first contact between humans and an invading orcish force.,⚔️🛡️👹🧙‍♂️🏰🐺🔥📜🌲💎,https://image.tmdb.org/t/p/w500/eGi5aoxaZveqNLtE7BZJCuWwR3G.jpg,https://www.youtube.com/watch?v=65AjY_nRdqE,False,True,True,True
A Most Wanted Man,Thriller,2014-07-25,2014.0,Amusement Park Films,87.0,6.5,"Belgium, Germany, United Kingdom, United States of America",English,An intelligence operative in a German port city monitors the arrival of a high-interest individual to navigate complex international security protocols.,"Based on the novel by John le Carré, the film depicts a multi-agency operation involving German and American intelligence services as they track an illegal immigrant suspected of involvement in international terrorism.",🕵️‍♂️💼🏢🇩🇪💻🛳️📁☕📉🌧️,https://image.tmdb.org/t/p/w500/6B76Z5Ct758RfKFoFg37skVRiMp.jpg,https://www.youtube.com/watch?v=x_brlcjskE0,False,False,False,True
One Piece Film: Red,"Animation, Adventure, Action, Fantasy",2022-08-06,2022.0,Toei Animation,82.0,7.2,Japan,Japanese,"A globally renowned vocalist hosts a large-scale musical event on an island, leading to a confrontation between various maritime factions and the revelation of past associations.","The fifteenth feature film in the franchise centers on Uta, a singer of immense popularity, as she performs a live concert on the island of Elegia, drawing the attention of both the Straw Hat Pirates and the World Government.",🎤🎶🏴‍☠️🍎🌊🌌💔🎭🗺️⚔️,https://image.tmdb.org/t/p/w500/8ibfhe4P7rhmn3lrPhOZzIJHA2B.jpg,https://www.youtube.com/watch?v=ZrhZvqgtdYY,False,False,True,True
High Tension,"Horror, Thriller, Mystery",2003-06-18,2003.0,Alexandre Films,41.0,6.8,"France, Romania",Italian,A weekend visit to a secluded rural residence is interrupted by a series of lethal encounters and a shift in perceived perspective.,"Set in the French countryside, the narrative follows two university students as their stay at a family farm is compromised by an external threat, necessitating a sustained evasion sequence and a culminating psychological discovery.",🔪🚗🏚️🩸🌑🔦🤫🚔🧩😱,https://image.tmdb.org/t/p/w500/vKeFa7CqSxmWsQDjHP6SJXKoDbj.jpg,https://www.youtube.com/watch?v=SIFwOugjyKQ,False,False,False,True
Pocahontas,"Adventure, Animation, Family, Romance",1995-06-23,1995.0,Walt Disney Feature Animation,55.0,6.9,United States of America,English,A historical dramatization concerning the initial contact between a colonial expedition and a local indigenous community in the coastal Americas.,"This animated musical production portrays a fictionalized encounter during the 17th-century establishment of the Jamestown settlement, exploring the diplomatic and personal interactions between an English navigator and a local leader's daughter.",🍃🛶🌲🏹🌅🚢🐿️🦝📜🤝,https://image.tmdb.org/t/p/w500/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg,https://www.youtube.com/watch?v=mf0JmiI7NXY,True,True,True,True
Cocoon,"Comedy, Science Fiction, Mystery, Drama",1985-06-21,1985.0,SLM Production Group,78.0,6.6,United States of America,English,A group of retirees encounters submerged extraterrestrial artifacts that provide significant physiological benefits.,The narrative concerns the inhabitants of a retirement community who inadvertently gain access to advanced biological preservation technology.,👴👵🌊👽🏊‍♂️🌌✨🏊‍♀️🛸🏠,https://image.tmdb.org/t/p/w500/wqNNm36j3nkucAucHEGAW5pNZcd.jpg,https://www.youtube.com/watch?v=h77perEoYNY,True,True,True,True
Backdraft,"Drama, Thriller, Action, Crime",1991-05-24,1991.0,Trilogy Entertainment Group,75.0,6.7,United States of America,English,Two estranged siblings navigate professional tensions within a municipal emergency department while investigating a series of incendiary events.,A narrative focused on the interpersonal dynamics and professional risks of Chicago-based emergency responders investigating a series of anomalous structural fires.,🔥🚒🏢🚨👨‍🚒🧨🏙️🧥💨💼,https://image.tmdb.org/t/p/w500/bymJtYNIdiAiBR1LRetaJXbfryc.jpg,https://www.youtube.com/watch?v=_4zyHOgShBc,False,True,True,True
The Matrix Revolutions,"Adventure, Action, Thriller, Science Fiction",2003-11-05,2003.0,Village Roadshow Pictures,35.0,6.8,United States of America,English,A centralized human settlement faces a final mechanical offensive while a high-level systemic anomaly engages in a conclusive negotiation.,"This 2003 production concludes the initial narrative cycle concerning the conflict between simulated realities and mechanical intelligence, focusing on the defense of a subterranean habitat.",🤖🌃🌩️🕶️🧘‍♂️⚔️💾🏙️🦾🔥,https://image.tmdb.org/t/p/w500/bkkS61w94ZVMNVd8KEyyJl2tnY5.jpg,https://www.youtube.com/watch?v=hMbexEPAOQI,True,True,True,True
American Reunion,Comedy,2012-04-06,2012.0,Universal Pictures,68.0,6.3,United States of America,English,Former classmates return to their hometown for a scheduled social gathering to reflect on their shared history.,"A group of individuals who attended secondary school together reconvene in their Michigan hometown for their thirteenth anniversary reunion, navigating personal transitions and interpersonal dynamics.",🏫🍺🥧🤝🚗🏖️🎉📱🤳🎸,https://image.tmdb.org/t/p/w500/de5QBIdVR4dnkBZ4a0zjkS4lTg.jpg,https://www.youtube.com/watch?v=1akixU65dDY,False,False,False,True
Heaven's Gate,"Drama, Western, History",1980-11-19,1980.0,United Artists,60.0,6.7,United States of America,English,A localized conflict over land rights and immigration unfolds in the American West during the late nineteenth century.,"This historical drama depicts the events surrounding the Johnson County War, focusing on the sociopolitical tension between established land interests and arriving European settlers.",🤠🏔️📜🐄🔥🏛️🎞️📉🌾🇺🇸,https://image.tmdb.org/t/p/w500/kW4Vk31nhtKPKGuYMaVATq3wcHC.jpg,https://www.youtube.com/watch?v=3Q3dHN9uWTY,False,False,False,True
Candyman,"Drama, Horror, Thriller",1992-10-16,1992.0,Propaganda Films,79.0,6.7,United States of America,English,A graduate student's ethnographic study of urban folklore in a Chicago housing development intersects with the manifestations of a local oral tradition.,An academic investigation into the sociological origins of a local myth leads a researcher into a series of psychological and physical confrontations with a historical entity.,🐝🏙️🪞🎨🧥🍬🩸🏚️🔍👤,https://image.tmdb.org/t/p/w500/jQtgkgDZE7egMq532sOt83DnT83.jpg,https://www.youtube.com/watch?v=CeLZMhkFTuU,False,False,False,True
The Client,"Drama, Thriller, Crime, Mystery",1994-07-20,1994.0,Alcor Films,73.0,6.7,United States of America,English,A minor enters a legal agreement with a counselor after witnessing the terminal actions of a legal professional linked to an organized network.,"The narrative examines the structural interactions between an underprivileged youth, his legal representative, and federal authorities following a critical witness event involving organized crime.",⚖️💼👦🕵️‍♂️🏛️📂🚬🚔🌲🎞️,https://image.tmdb.org/t/p/w500/oLdkJ4ZjxPtFSUChdjDQvHM9l75.jpg,https://www.youtube.com/watch?v=qo7Lqyt5HDg,False,False,True,True
Drop Dead Gorgeous,Comedy,1999-07-23,1999.0,Capella International,46.0,6.5,United States of America,English,Competitors in a regional pageant navigate a series of unusual logistical challenges and environmental hazards in a small Midwestern community.,"A mockumentary-style examination of a local beauty competition in Minnesota, documenting the intense rivalries and physical incidents that occur during the event's progression.",👸👗🇺🇸🚜💅🥧🧨📸👑🥣,https://image.tmdb.org/t/p/w500/s4nHRCB5GqWyWiqweVf6UUv8GWt.jpg,https://www.youtube.com/watch?v=SHTR4O-NwsA,False,False,False,True
Tron,"Science Fiction, Action, Adventure",1982-07-09,1982.0,Lisberger/Kushner Productions,72.0,6.6,United States of America,English,A computer programmer is digitized into a mainframe environment and must navigate a series of gladiatorial challenges to confront a centralized operating system.,A software engineer is transported into the digital world of a computer's internal environment where he must engage in survival exercises to undermine an autonomous governing program.,💻🕹️🟦💾🏍️🏢💿⚡🧠🤖,https://image.tmdb.org/t/p/w500/jigY9B6TKz4qlfikZcd18qtzTK4.jpg,https://www.youtube.com/watch?v=INv-OQ1clmw,False,True,True,True
Mary Poppins Returns,"Fantasy, Family, Comedy",2018-12-19,2018.0,Walt Disney Pictures,7.0,6.5,United States of America,English,A former ward's descendants receive assistance from a familiar domestic employee during a period of financial instability in mid-century London.,"Set in 1930s Depression-era London, the narrative focuses on the adult Banks children and the intervention of their previous caregiver following a family tragedy.",🎈☂️🏙️🎶🏦🌸🚲✨☁️🕰️,https://image.tmdb.org/t/p/w500/uTVGku4LibMGyKgQvjBtv3OYfAX.jpg,https://www.youtube.com/watch?v=-3jsfXDZLIY,False,False,True,True
Metal Lords,"Comedy, Drama, Music",2022-04-08,2022.0,Bighead Littlehead,63.0,6.8,United States of America,Japanese,Adolescent students organize a musical ensemble to compete in a local academic performance contest.,A narrative centered on high school peers navigating social hierarchies while attempting to form a niche musical group for a competitive event.,🎸🤘🏫🥁🎻🤘🔥🎸🤘🎤,https://image.tmdb.org/t/p/w500/r97txZRmBb75SGsIAWqmplWJnO3.jpg,https://www.youtube.com/watch?v=TzAAtZx6xzk,False,False,False,True
The Exorcism of Emily Rose,"Crime, Drama, Horror, Thriller",2005-09-09,2005.0,Lakeshore Entertainment,44.0,6.6,United States of America,English,A legal defense attorney represents a religious figure during a trial concerning the fatal outcome of a traditional ritual.,This production blends courtroom procedural elements with supernatural sequences to examine the intersection of medical science and religious belief through a criminal trial.,⚖️⛪️🕯️🌬️🖋️📜🏚️⛓️🌩️🧐,https://image.tmdb.org/t/p/w500/qMN0HIP34f736kkQcfvTfmL9TP3.jpg,https://www.youtube.com/watch?v=Bi-PLwxwvy8,False,False,True,True
Stoker,"Drama, Horror, Thriller",2013-03-01,2013.0,Fox Searchlight Pictures,70.0,6.6,United States of America,English,"Following the death of a family patriarch, an estranged relative arrives at a secluded estate to live with the surviving family members.","A young woman encounters a mysterious paternal uncle who enters her life following a domestic tragedy, leading to a series of shifts in house dynamics and interpersonal relationships.",🕸️🍷🎹👞🪡🩸🦢🕯️🎻🌂,https://image.tmdb.org/t/p/w500/o0giW5oasaef5m9sgBuq0C7IkIa.jpg,https://www.youtube.com/watch?v=sOyxxhuvAmo,False,False,False,True
James and the Giant Peach,"Family, Animation, Adventure, Fantasy",1996-04-12,1996.0,Allied Filmmakers,91.0,6.6,United States of America,English,An orphaned youth utilizes an oversized piece of agricultural produce to facilitate a trans-Atlantic voyage alongside diverse biological companions.,"Following the loss of his parents, a young boy relocates to a coastal residence where a botanical anomaly leads to an international expedition.",🍑🚢🕷️🐞🐛🐜🦗🌊☁️🧒,https://image.tmdb.org/t/p/w500/vNEGobe23vW43mSPYVaVaBLP6qV.jpg,https://www.youtube.com/watch?v=7OKQVzOO-DM,False,False,False,True
Prince of Darkness,Horror,1987-10-23,1987.0,Alive Films,63.0,6.8,United States of America,Latin,A group of researchers and theology students study a dormant substance discovered in an abandoned urban ecclesiastical structure.,A cross-disciplinary team of scientists and religious scholars investigate a preserved fluid of unknown origin within a subterranean church vault.,🧪⛪️🌑👁️💻🕰️🕯️🧟‍♂️🌌🌀,https://image.tmdb.org/t/p/w500/jjcAOhtGuX4p8XvlVn1WXUT1jWi.jpg,https://www.youtube.com/watch?v=GMJ5a08G0CM,False,False,False,True
Hot Shots!,"Action, Comedy, War",1991-07-31,1991.0,20th Century Fox,69.0,6.6,United States of America,English,A naval aviator returns to service to participate in a high-stakes aerial mission while navigating personal psychological history.,A 1991 satirical comedy directed by Jim Abrahams that parodies the 1986 film Top Gun and other contemporary action cinema tropes.,✈️🚀🤣🕶️🍔🔫🚢🔥🎸🎯,https://image.tmdb.org/t/p/w500/koLIB5263emHxewmwgBBK26vjeS.jpg,https://www.youtube.com/watch?v=sWjXE3fljtk,True,True,True,True
The Bone Collector,"Crime, Thriller, Drama, Mystery",1999-11-05,1999.0,Universal Pictures,29.0,6.8,United States of America,English,A bedbound forensics specialist and a patrol officer analyze physical evidence left at urban sites to identify a recurring subject.,A quadriplegic forensic criminalist and a novice patrol officer collaborate to investigate a series of homicides by analyzing forensic evidence in an urban setting.,🏙️🚑🔍🦴🏙️🚔🛌⚖️📉🌑,https://image.tmdb.org/t/p/w500/nXsNYWDPghD3XSoW2wq86esx7FQ.jpg,https://www.youtube.com/watch?v=krU7HZgCxsI,False,False,True,True
Absolute Power,"Crime, Drama, Action",1997-02-14,1997.0,Castle Rock Entertainment,52.0,6.7,United States of America,English,A professional burglar witnesses a fatal incident involving high-ranking government officials while operating in a private residence.,A veteran thief finds himself in a position of conflict after witnessing an incident involving the executive branch within a secure private estate.,🏛️🕵️‍♂️💼🔒🌃⚖️🔦🤫🗝️🎞️,https://image.tmdb.org/t/p/w500/izvyt3cxlilhbYwybTOteDWqf99.jpg,https://www.youtube.com/watch?v=_Q6KGpmhAn4,False,False,False,True
"Extremely Wicked, Shockingly Evil and Vile","Drama, Crime",2019-05-03,2019.0,Ninjas Runnin' Wild Productions,55.0,7.0,United States of America,English,A domestic partner observes a series of high-profile legal proceedings across multiple jurisdictions during the late 20th century.,This biographical crime drama examines the timeline of a notorious criminal trial as experienced by an individual within the subject's immediate social circle.,⚖️🇺🇸📅📺🛋️🚗🧥📄🏛️👤,https://image.tmdb.org/t/p/w500/a7dVwEBU3vupg3hZQMeyL6ksz0F.jpg,https://www.youtube.com/watch?v=mdMtnvMJcDA,False,False,False,True
Ferdinand,"Animation, Family, Adventure, Comedy",2017-12-15,2017.0,Blue Sky Studios,71.0,7.2,United States of America,English,A pacifist bovine attempts to return to his domestic floral environment after being mistakenly selected for a competitive public event in Spain.,The film explores the conflict between innate temperament and external societal expectations within the context of Spanish bullfighting traditions.,🐂🌸🇪🇸🚜🌻🏠🌳🚛🏆🧘,https://image.tmdb.org/t/p/w500/rMm94JsRfcOPiPVsTRcBiiVBOhz.jpg,https://www.youtube.com/watch?v=0Iiq-9fhwa0,False,False,True,True
The Good Dinosaur,"Adventure, Animation, Family",2015-11-25,2015.0,Pixar,76.0,6.7,United States of America,English,A young herbivore navigates a hazardous wilderness to find his family after an environmental event separates them.,An animated feature exploring an alternative evolutionary timeline where a prehistoric creature embarks on a journey of survival alongside a primitive human companion.,🦕🌋🌿💧🦴🐾🏔️🌌🌪️🦖,https://image.tmdb.org/t/p/w500/8RSkxOO80btfKjyiC5ZiTaCHIT8.jpg,https://www.youtube.com/watch?v=daFnEiLEx70,False,True,True,True
Saint Maud,"Horror, Mystery, Thriller",2019-09-08,2020.0,Film4 Productions,92.0,6.5,United Kingdom,Welsh,A devout private caregiver becomes preoccupied with the perceived spiritual redemption of her terminally ill employer.,"An analytical study of religious isolation and psychological decline, centered on a nurse working within a coastal residence for a former dancer.",🕯️🏥🌊🔥🕊️🪡🙏🌑🌫️🛐,https://image.tmdb.org/t/p/w500/ArNYeeDFLVye7JpqLElYdbE6fOa.jpg,https://www.youtube.com/watch?v=JZKjVoHtlYw,False,False,False,True
The Last Letter from Your Lover,"Drama, Romance",2021-07-23,2021.0,Blueprint Pictures,60.0,7.3,"Canada, United Kingdom",English,A modern journalist investigates a collection of archival correspondence detailing a mid-century social dynamic.,A dual-timeline narrative explores the discovery of historical letters by a contemporary researcher attempting to reconstruct past events.,💌🗞️🕰️🇬🇧🥀🚉📜🖊️🌧️📽️,https://image.tmdb.org/t/p/w500/fDKK51YdOfu9pTmSRw7sHUhGFxm.jpg,https://www.youtube.com/watch?v=TUq8DwtmFCk,False,False,False,True
Safe House,"Action, Thriller",2012-02-10,2012.0,Universal Pictures,53.0,6.5,United States of America,English,A junior operative is tasked with transporting a high-profile custody subject across a major metropolitan area following a security failure at a classified facility.,A CIA agent stationed at a safe house in Cape Town finds himself on the run with a rogue operative after the facility is compromised by unidentified hostiles.,🚔🏃📂🏚️🔫🇿🇦💻🏙️🔒🕶️,https://image.tmdb.org/t/p/w500/7CBhSjQa07LYt0RGejYjWugGmdV.jpg,https://www.youtube.com/watch?v=oWzTOoOpFa8,False,False,False,True
Primer,"Science Fiction, Drama, Thriller",2004-10-08,2004.0,erbp,73.0,6.8,United States of America,English,Two engineering colleagues navigate the unintended causal consequences of an invention within a suburban garage setting.,A low-budget independent film detailing the technical and psychological complications arising from the accidental discovery of a time-looping mechanism.,⏱️📦📉🧬⚙️🛠️🏢🧥☕🔗,https://image.tmdb.org/t/p/w500/xEoq2WmDzpzxhkHEsmOYOg6BPg6.jpg,https://www.youtube.com/watch?v=-vD-yj9o664,False,False,False,True
Stay,"Mystery, Thriller, Drama",2005-10-21,2005.0,Epsilon Motion Pictures,27.0,6.6,"Switzerland, United States of America",English,A mental health professional navigates a series of nonlinear sensory perceptions and temporal anomalies while attending to a distressed individual.,A psychological narrative that utilizes surrealist visual techniques to explore the boundary between subjective consciousness and external reality following a traumatic event.,🧠👁️🌫️🏙️🌉🧩⏳💊🧥🎨,https://image.tmdb.org/t/p/w500/nrLZVP8jG0KBcabahRPp6UP7Oy2.jpg,https://www.youtube.com/watch?v=wQs35Rka34A,False,False,False,True
Four Rooms,Comedy,1995-12-25,1995.0,Miramax,13.0,5.9,United States of America,English,A lone service worker navigates four distinct interpersonal scenarios within a single hospitality establishment during a holiday shift.,This anthology production chronicles the experiences of a bellhop during a single New Year's Eve shift at a historic Los Angeles hotel.,🛎️🏨🥂🚬🧥🔪🍾🕰️🧺🚪,https://image.tmdb.org/t/p/w500/75aHn1NOYXh4M7L5shoeQ6NGykP.jpg,https://www.youtube.com/watch?v=S_Pd2pGkq54,False,False,False,True
Surf's Up,"Animation, Comedy, Family",2007-06-08,2007.0,Columbia Pictures,79.0,6.5,United States of America,English,A young avian competitor travels from his remote home to a tropical island to participate in an international maritime sporting event.,A mockumentary-style animated feature documenting the trajectory of a rockhopper penguin as he enters a high-stakes surfing competition on Pen Gu Island.,🐧🏄‍♂️🌊🎥🎤🌴❄️🏆🐚📻,https://image.tmdb.org/t/p/w500/kAeZfUDmuhnL8pLnxxFxBhYVdm6.jpg,https://www.youtube.com/watch?v=7mPdQRXFiPA,False,False,False,True
Conspiracy Theory,"Action, Drama, Mystery, Thriller",1997-08-08,1997.0,Silver Pictures,56.0,6.6,United States of America,English,A municipal transport operator navigates a series of clandestine institutional conflicts after documenting various unverified claims.,A New York City taxi driver obsessed with pattern recognition finds himself the target of a covert government program when one of his fringe theories correlates with actual events.,🚕🗞️👁️🏙️🔍☕🏃‍♂️💊🔦🤫,https://image.tmdb.org/t/p/w500/sTyTKZVikQU6g50HE8HR1tBSRxj.jpg,https://www.youtube.com/watch?v=gOoEZT_C7gA,False,False,True,True
Super,"Thriller, Science Fiction, Mystery",2011-04-01,2011.0,Paramount Pictures,49.0,6.8,United States of America,English,A man adopts a masked identity to pursue a personal retrieval mission following the dissolution of his domestic partnership.,A cinematic examination of a short-order cook who constructs an alter ego to intervene in his estranged wife's social circle.,🦸🔧💊🩸🏙️⛪🥣📺💥🧥,https://image.tmdb.org/t/p/w500/pUWIjaMMYJjeBm5bJyE3mIXdQ62.jpg,https://www.youtube.com/watch?v=t-0XuYxh67w,False,False,True,True
Just Like Heaven,"Comedy, Romance, Fantasy",2005-09-16,2005.0,DreamWorks Pictures,55.0,7.0,United States of America,English,A landscape architect navigates a conflict regarding the spatial occupancy of a residential property involving a metaphysical entity.,"The narrative follows a male protagonist who leases a San Francisco apartment, only to encounter the non-physical manifestation of a medical professional whose physical form remains in a clinical state.",🏥👻🛋️🌿💍🌇⛅🌉✨👫,https://image.tmdb.org/t/p/w500/2cLbyVNhEEaUJGg7rfbLtX6454I.jpg,https://www.youtube.com/watch?v=pLp2tgybrKA,False,False,False,True
Wyatt Earp,"Western, Drama",1994-06-24,1994.0,Paragon Entertainment Corp.,32.0,6.8,United States of America,English,A biographical chronicle explores the evolution of a law enforcement figure across various territorial jurisdictions in the 19th-century American West.,"A sprawling biographical account of the legendary lawman's life, from his youth in the Midwest to the gunfight at the O.K. Corral and his later years.",🌵🤠🔫⚖️🏜️🕰️🐴📜🧥🍺,https://image.tmdb.org/t/p/w500/51LItgyecu2KMAtIchYogEykCIu.jpg,https://www.youtube.com/watch?v=3deAQVbaqlY,False,False,False,True
Bend It Like Beckham,"Comedy, Drama, Romance",2002-04-12,2002.0,Kintop Pictures,85.0,6.3,"Germany, United Kingdom, United States of America",Hindi,A young woman in London navigates a conflict between traditional family expectations and her pursuit of competitive athletics.,This cinematic work explores the intersection of sociocultural traditions and individual aspiration within the framework of professional women's sports in the United Kingdom.,⚽🇬🇧👟🏆🧘‍♀️🍲✈️👩‍👩‍👧‍👦🏟️💪,https://image.tmdb.org/t/p/w500/2dzSBmFWWqt8NbnubJKIWU21Y86.jpg,https://www.youtube.com/watch?v=oQb8ShgVjJA,False,False,False,True
City of Angels,"Romance, Drama, Fantasy",1998-04-10,1998.0,Atlas Entertainment,42.0,6.8,"Germany, United States of America",English,An ethereal observer considers relinquishing immortality after developing an interest in a medical professional in Los Angeles.,A cinematic adaptation of a 1987 German film exploring the intersection of divine observation and human sensory experience in a modern metropolitan setting.,👼🏥🌇🍐🌊🌦️🌅🕊️💔🩺,https://image.tmdb.org/t/p/w500/iuzxpUjHsbQJXV3kB9ZAdCimM60.jpg,https://www.youtube.com/watch?v=o_dAOSFvTLI,False,True,True,True
The Best of Me,"Drama, Romance",2014-10-17,2014.0,Relativity Media,12.0,7.5,United States of America,English,Two former associates return to their rural hometown for a memorial service where they revisit past domestic and social configurations.,A cinematic adaptation of a literary work concerning the intersection of past and present timelines for two estranged figures returning to a shared geographic location.,🌧️🏘️🕰️💔🥀🛤️✉️🌊🚗🌅,https://image.tmdb.org/t/p/w500/fUSemUPEJ9wKar5uYzMyIlLmWjS.jpg,https://www.youtube.com/watch?v=IrzON-dCQ84,False,False,False,True
Rio Lobo,Western,1970-12-18,1970.0,Cinema Center Films,53.0,6.5,United States of America,Spanish,A veteran officer initiates a post-conflict investigation to identify internal informants within a specific geographical territory.,"The narrative follows a former military commander who, following the cessation of domestic hostilities, collaborates with former adversaries to dismantle a criminal organization operating in a remote township.",🤠🚂🔫🌵🦅🎖️🛤️🐎🥃🏜️,https://image.tmdb.org/t/p/w500/2vlpjEE5GxJr7CiURQ4e2DWybkw.jpg,https://www.youtube.com/watch?v=nFteTTDde0c,False,False,False,True
Scanners,"Science Fiction, Horror",1981-01-14,1981.0,Filmplan International,70.0,6.7,Canada,English,A pharmaceutical corporation tracks individuals possessing rare telepathic abilities within an urban industrial landscape.,A private security firm recruits a man with telepathic powers to track down a rogue individual of the same biological makeup who is leading an underground movement.,🧠⚡️🔬🧬🏢📞💥👨‍🔬💊🥶,https://image.tmdb.org/t/p/w500/VTqLdveNXxGsIAZL5I4RliTTt7.jpg,https://www.youtube.com/watch?v=UveLSA7Hoj8,False,False,False,True
Jungle,"Adventure, Drama, Thriller",2017-10-20,2017.0,Screen Queensland,61.0,6.6,"Australia, United Kingdom, United States of America",English,A traveler navigates topographical challenges and isolation after an expedition in South America deviates from its planned course.,"Based on the memoir by Yossi Ghinsberg, the narrative documents a period of environmental exposure and isolation within the Amazon basin following a group separation.",🌳🧭🛶🌧️🐍🦶🧗‍♂️🎒📉🔦,https://image.tmdb.org/t/p/w500/tDgxknTVwrScxpCYyGUjXSn5NRk.jpg,https://www.youtube.com/watch?v=ADjYDl1RCGs,False,False,False,True
The Last Starfighter,"Adventure, Science Fiction, Action",1984-07-13,1984.0,Universal Pictures,76.0,6.6,United States of America,English,A regional youth is recruited for an extra-atmospheric defensive initiative following his performance on a terrestrial arcade simulation.,The narrative follows a young resident of a trailer park whose record-breaking score on a localized arcade cabinet results in his conscription by an interstellar military organization to pilot a spacecraft in a cross-galactic conflict.,🎮🚀🌌🕹️👾🛸👽🌟💻👦,https://image.tmdb.org/t/p/w500/A7oAHTjtYnIEQjJs62IONRufooq.jpg,https://www.youtube.com/watch?v=4R2UFlSc4mI,False,False,True,True
On Her Majesty's Secret Service,"Adventure, Action, Thriller",1969-12-18,1969.0,EON Productions,81.0,6.6,"United Kingdom, United States of America",English,A British intelligence operative tracks a biological threat to a research facility situated in the Swiss Alps.,An intelligence officer infiltrates a high-altitude clinical facility to investigate a scheme involving global agricultural sabotage while forming a personal alliance with a syndicate leader's daughter.,❄️🏔️🔫🤵💍🚁⛷️🏰🚠🧪,https://image.tmdb.org/t/p/w500/m3KfbxvqaiAvRJ6MpguA3GuLdDQ.jpg,https://www.youtube.com/watch?v=U_-nD5r8dc0,False,False,True,True
For Your Eyes Only,"Adventure, Action, Thriller",1981-06-24,1981.0,EON Productions,73.0,6.5,"United Kingdom, United States of America",Greek,A British operative tracks a lost encryption device across the Mediterranean to prevent its acquisition by rival interests.,The film follows a secret agent's recovery of a strategic communications device lost during a maritime accident near Greece.,🕶️🚁🎿⚓🇬🇷🏹🌊📡🏔️📽️,https://image.tmdb.org/t/p/w500/xV4Nnr6DjjERlqNikqDQX8LUgua.jpg,https://www.youtube.com/watch?v=27EeX86rj2g,True,True,True,True
"To Wong Foo, Thanks for Everything! Julie Newmar","Comedy, Drama",1995-09-08,1995.0,Amblin Entertainment,41.0,7.4,United States of America,English,Three regional competition finalists encounter mechanical failure and local cultural adjustments during a transcontinental road trip.,"Following a tie at a performance art pageant in New York City, three contestants embark on a journey to Los Angeles, resulting in an unexpected residency in a rural Midwestern community.",👗👠💄🚗🏙️🏘️🏆🤝🎭✨,https://image.tmdb.org/t/p/w500/8bkJiI6N8wDxAtQ49bLUt0qCBII.jpg,https://www.youtube.com/watch?v=sH0zihZWIK0,False,False,False,True
Sliding Doors,"Comedy, Drama, Fantasy, Romance",1998-04-24,1998.0,Intermedia Films,65.0,6.6,"United Kingdom, United States of America",English,The narrative explores bifurcated timelines resulting from a singular instance of public transportation timing.,This cinematic production utilizes a split-narrative structure to examine the consequences of minor temporal variations within an urban setting.,🚇🛤️⌛💔🏙️🌧️🏢🚲🇬🇧🔄,https://image.tmdb.org/t/p/w500/s8VOVTywXZIIHqdEjkCZziH0ebq.jpg,https://www.youtube.com/watch?v=Da-Mizk86AE,False,False,False,True
Slumberland,"Adventure, Comedy, Family, Fantasy",2022-11-18,2022.0,Chernin Entertainment,37.0,7.3,United States of America,English,A juvenile protagonist navigates a subconscious landscape accompanied by a non-conformist guide to locate a lost relative.,"Following the disappearance of her father, a young girl discovers a gateway into a dream-state realm where she must recover lost artifacts to facilitate a reunion.",🛌✨🐘🌊💤🚪🎩🌜☁️🗺️,https://image.tmdb.org/t/p/w500/tfae1vtjzlE73DPJGlHq88sZKX3.jpg,https://www.youtube.com/watch?v=D7WhLZj5-LY,False,False,False,True
The Other Boleyn Girl,"Drama, Romance, History",2008-02-29,2008.0,Universal Pictures,43.0,6.7,"United Kingdom, United States of America",English,Two sisters navigate the complexities of a royal court to secure their family's standing with the reigning monarch.,This historical drama depicts the shifting dynamics between siblings Mary and Anne Boleyn as they vie for the affection of King Henry VIII.,🏰👑📜🗡️👗🕯️🍷💍🌳⚖️,https://image.tmdb.org/t/p/w500/q2lgC8mmAltWTkbqPM8n5EYF4XL.jpg,https://www.youtube.com/watch?v=2YoiWr-yvws,False,False,False,True
The Vast of Night,"Drama, Mystery, Science Fiction, Thriller",2020-05-29,2019.0,GEO Media,92.0,6.6,United States of America,English,Two residents of a small town in the 1950s track an anomalous audio signal over the course of a single night.,"Set in 1950s New Mexico, the narrative follows a switchboard operator and a radio personality who encounter an unexplained frequency during a local high school basketball game.",📻🛸🔦🌃📻📡🛸🌲🌑🎚️,https://image.tmdb.org/t/p/w500/q2P9lYkctl5Ory71HEBMaFxbVlD.jpg,https://www.youtube.com/watch?v=ZEiwpCJqMM0,False,False,False,True
You Were Never Really Here,"Crime, Drama, Thriller",2018-04-06,2017.0,Why Not Productions,89.0,6.5,"United Kingdom, France",English,A contract operative utilizing specific hardware navigates an urban landscape to recover a missing person connected to a legislative official.,The narrative follows a contractor specializing in the recovery of missing persons as he uncovers a network of systemic corruption while fulfilling a high-profile request.,🔨🏙️🕶️💊🌊🌃🥃👞🚿🚬,https://image.tmdb.org/t/p/w500/nx4lUyQNEzJowcF55VAP0TQEaX0.jpg,https://www.youtube.com/watch?v=fQyDaGWQ43w,False,False,False,True
